"Pathogen","year","State","count","Population","yearn"
"SHIGELLA",2009,"MD",275,11460776,2009
"SHIGELLA",2009,"MN",79,10562406,2009
"SHIGELLA",2009,"NM",92,4073604,2009
"SHIGELLA",2009,"NY",46,8652990,2009
"SHIGELLA",2009,"OR",43,7617200,2009
"SHIGELLA",2009,"TN",375,12612038,2009
"SHIGELLA",2010,"CA",156,6742064,2010
"SHIGELLA",2010,"CO",57,5591348,2010
"SHIGELLA",2010,"CT",68,7158346,2010
"SHIGELLA",2010,"GA",787,19424418,2010
"SHIGELLA",2010,"MD",112,11577568,2010
"SHIGELLA",2010,"MN",66,10621868,2010
"SHIGELLA",2010,"NM",158,4129228,2010
"SHIGELLA",2010,"NY",62,8658452,2010
"SHIGELLA",2010,"OR",53,7675228,2010
"SHIGELLA",2010,"TN",260,12711036,2010
"SHIGELLA",2011,"CA",187,6823896,2011
"SHIGELLA",2011,"CO",50,5699260,2011
"SHIGELLA",2011,"CT",41,7177264,2011
"SHIGELLA",2011,"GA",665,19607260,2011
"SHIGELLA",2011,"MD",95,11680482,2011
"SHIGELLA",2011,"MN",87,10693240,2011
"SHIGELLA",2011,"NM",125,4161414,2011
"SHIGELLA",2011,"NY",43,8657466,2011
"SHIGELLA",2011,"OR",46,7745344,2011
"SHIGELLA",2011,"TN",202,12800596,2011
"SHIGELLA",2012,"CA",215,6920262,2012
"SHIGELLA",2012,"CO",56,5803670,2012
"SHIGELLA",2012,"CT",44,7190422,2012
"SHIGELLA",2012,"GA",698,19807160,2012
"SHIGELLA",2012,"MD",181,11776750,2012
"SHIGELLA",2012,"MN",391,10755000,2012
"SHIGELLA",2012,"NM",96,4175430,2012
"SHIGELLA",2012,"NY",211,8651646,2012
"SHIGELLA",2012,"OR",79,7800204,2012
"SHIGELLA",2012,"TN",216,12911504,2012
"SHIGELLA",2013,"CA",195,7024912,2013
"SHIGELLA",2013,"CO",103,5913398,2013
"SHIGELLA",2013,"CT",59,7191584,2013
"SHIGELLA",2013,"GA",953,19951184,2013
"SHIGELLA",2013,"MD",105,11850394,2013
"SHIGELLA",2013,"MN",133,10829444,2013
"SHIGELLA",2013,"NM",61,4185666,2013
"SHIGELLA",2013,"NY",68,8644848,2013
"SHIGELLA",2013,"OR",52,7848220,2013
"SHIGELLA",2013,"TN",782,12993886,2013
"SHIGELLA",2014,"CA",386,7134442,2014
"SHIGELLA",2014,"CO",55,6024746,2014
"SHIGELLA",2014,"CT",65,7191394,2014
"SHIGELLA",2014,"GA",1038,20142408,2014
"SHIGELLA",2014,"MD",248,11920128,2014
"SHIGELLA",2014,"MN",93,10905330,2014
"SHIGELLA",2014,"NM",63,4180472,2014
"SHIGELLA",2014,"NY",42,8629338,2014
"SHIGELLA",2014,"OR",45,7930894,2014
"SHIGELLA",2014,"TN",870,13089234,2014
"SHIGELLA",2015,"CA",488,7243422,2015
"SHIGELLA",2015,"CO",73,6152718,2015
"SHIGELLA",2015,"CT",77,7177122,2015
"SHIGELLA",2015,"GA",1547,20366706,2015
"SHIGELLA",2015,"MD",199,11977056,2015
"SHIGELLA",2015,"MN",296,10968004,2015
"SHIGELLA",2015,"NM",72,4180142,2015
"SHIGELLA",2015,"NY",43,8604116,2015
"SHIGELLA",2015,"OR",107,8037084,2015
"SHIGELLA",2015,"TN",273,13190708,2015
"SHIGELLA",2016,"CA",409,7318734,2016
"SHIGELLA",2016,"CO",175,6244946,2016
"SHIGELLA",2016,"CT",86,7159660,2016
"SHIGELLA",2016,"GA",871,20616884,2016
"SHIGELLA",2016,"MD",148,12014028,2016
"SHIGELLA",2016,"MN",596,11050720,2016
"SHIGELLA",2016,"NM",157,4185110,2016
"SHIGELLA",2016,"NY",77,8580286,2016
"SHIGELLA",2016,"OR",137,8186542,2016
"SHIGELLA",2016,"TN",280,13302554,2016
"SHIGELLA",2017,"CA",389,7365836,2017
"SHIGELLA",2017,"CO",129,6314826,2017
"SHIGELLA",2017,"CT",74,7150648,2017
"SHIGELLA",2017,"GA",536,20834062,2017
"SHIGELLA",2017,"MD",227,12056372,2017
"SHIGELLA",2017,"MN",145,11138566,2017
"SHIGELLA",2017,"NM",88,4185688,2017
"SHIGELLA",2017,"NY",134,8568618,2017
"SHIGELLA",2017,"OR",116,8294588,2017
"SHIGELLA",2017,"TN",303,13429496,2017
"SHIGELLA",2018,"CA",568,7394224,2018
"SHIGELLA",2018,"CO",172,6397792,2018
"SHIGELLA",2018,"CT",88,7149122,2018
"SHIGELLA",2018,"GA",582,21038778,2018
"SHIGELLA",2018,"MD",204,12084306,2018
"SHIGELLA",2018,"MN",241,11217524,2018
"SHIGELLA",2018,"NM",68,4187508,2018
"SHIGELLA",2018,"NY",78,8559336,2018
"SHIGELLA",2018,"OR",230,8367076,2018
"SHIGELLA",2018,"TN",225,13556360,2018
"SHIGELLA",2019,"CA",472,7400242,2019
"SHIGELLA",2019,"CO",185,6458826,2019
"SHIGELLA",2019,"CT",122,7132044,2019
"SHIGELLA",2019,"GA",607,21256040,2019
"SHIGELLA",2019,"MD",193,12109908,2019
"SHIGELLA",2019,"MN",295,11280106,2019
"SHIGELLA",2019,"NM",129,4199268,2019
"SHIGELLA",2019,"NY",83,8531148,2019
"SHIGELLA",2019,"OR",157,8432232,2019
"SHIGELLA",2019,"TN",186,13660650,2019
"SHIGELLA",2020,"CA",243,7433518,2020
"SHIGELLA",2020,"CO",171,6484002,2020
"SHIGELLA",2020,"CT",46,NA,2020
"SHIGELLA",2020,"GA",437,21459656,2020
"SHIGELLA",2020,"MD",107,12346410,2020
"SHIGELLA",2020,"MN",141,11419704,2020
"SHIGELLA",2020,"NM",58,4236780,2020
"SHIGELLA",2020,"NY",42,8686056,2020
"SHIGELLA",2020,"OR",177,8489590,2020
"SHIGELLA",2020,"TN",139,13851238,2020
"SHIGELLA",2021,"CA",374,7236776,2021
"SHIGELLA",2021,"CO",149,6489346,2021
"SHIGELLA",2021,"CT",93,NA,2021
"SHIGELLA",2021,"GA",386,21576058,2021
"SHIGELLA",2021,"MD",136,12349220,2021
"SHIGELLA",2021,"MN",220,11422942,2021
"SHIGELLA",2021,"NM",126,4233354,2021
"SHIGELLA",2021,"NY",43,8697126,2021
"SHIGELLA",2021,"OR",120,8512602,2021
"SHIGELLA",2021,"TN",131,13936702,2021
"SHIGELLA",2022,"CA",621,7188800,2022
"SHIGELLA",2022,"CO",225,6504710,2022
"SHIGELLA",2022,"CT",115,NA,2022
"SHIGELLA",2022,"GA",440,21825752,2022
"SHIGELLA",2022,"MD",246,12329320,2022
"SHIGELLA",2022,"MN",206,11434368,2022
"SHIGELLA",2022,"NM",246,4226688,2022
"SHIGELLA",2022,"NY",66,8656976,2022
"SHIGELLA",2022,"OR",177,8480274,2022
"SHIGELLA",2022,"TN",144,14102678,2022
"SHIGELLA",2023,"CA",442,7188800,2023
"SHIGELLA",2023,"CO",447,6504710,2023
"SHIGELLA",2023,"CT",172,NA,2023
"SHIGELLA",2023,"GA",534,21825752,2023
"SHIGELLA",2023,"MD",328,12329320,2023
"SHIGELLA",2023,"MN",270,11434368,2023
"SHIGELLA",2023,"NM",159,4226688,2023
"SHIGELLA",2023,"NY",149,8656976,2023
"SHIGELLA",2023,"OR",306,8480274,2023
"SHIGELLA",2023,"TN",216,14102678,2023
"STEC",1996,"CA",20,2087032,1996
"STEC",1996,"CT",37,1622809,1996
"STEC",1996,"GA",6,2720443,1996
"STEC",1996,"MN",240,4647723,1996
"STEC",1996,"OR",71,3195087,1996
"STEC",1997,"CA",17,4751094.83333333,1997
"STEC",1997,"CT",34,5721997,1997
"STEC",1997,"GA",7,3632206,1997
"STEC",1997,"MN",199,9375452,1997
"STEC",1997,"OR",80,4864881,1997
"STEC",1998,"CA",35,5203582,1998
"STEC",1998,"CT",56,6545126,1998
"STEC",1998,"GA",45,7488044,1998
"STEC",1998,"MD",23,4882558,1998
"STEC",1998,"MN",209,9452822,1998
"STEC",1998,"NY",22,2210124,1998
"STEC",1998,"OR",101,6564110,1998
"STEC",1999,"CA",23,5257859,1999
"STEC",1999,"CT",94,6564062,1999
"STEC",1999,"GA",39,15576480,1999
"STEC",1999,"MD",16,4901132,1999
"STEC",1999,"MN",174,9551016,1999
"STEC",1999,"NY",94,4168906,1999
"STEC",1999,"OR",62,6632308,1999
"STEC",2000,"CA",46,6361070,2000
"STEC",2000,"CT",97,6823554,2000
"STEC",2000,"GA",54,16454606,2000
"STEC",2000,"MD",17,5034390,2000
"STEC",2000,"MN",244,9867384,2000
"STEC",2000,"NY",74,4230114,2000
"STEC",2000,"OR",117,6859416,2000
"STEC",2000,"TN",31,5652762,2000
"STEC",2001,"CA",36,6442602,2001
"STEC",2001,"CO",41,4299626,2001
"STEC",2001,"CT",63,6865670,2001
"STEC",2001,"GA",53,16754076,2001
"STEC",2001,"MD",21,8486684,2001
"STEC",2001,"MN",245,9965592,2001
"STEC",2001,"NY",31,4239942,2001
"STEC",2001,"OR",81,6935874,2001
"STEC",2001,"TN",40,5705808,2001
"STEC",2002,"CA",45,6429382,2002
"STEC",2002,"CO",60,4989018,2002
"STEC",2002,"CT",62,6917498,2002
"STEC",2002,"GA",52,17016512,2002
"STEC",2002,"MD",32,10880778,2002
"STEC",2002,"MN",188,10037870,2002
"STEC",2002,"NY",56,6665478,2002
"STEC",2002,"OR",181,7026848,2002
"STEC",2002,"TN",25,5757746,2002
"STEC",2003,"CA",29,6415708,2003
"STEC",2003,"CO",39,5023214,2003
"STEC",2003,"CT",63,6968672,2003
"STEC",2003,"GA",29,17245586,2003
"STEC",2003,"MD",20,10992538,2003
"STEC",2003,"MN",155,10107144,2003
"STEC",2003,"NY",53,7963460,2003
"STEC",2003,"OR",89,7094752,2003
"STEC",2003,"TN",36,11695624,2003
"STEC",2004,"CA",25,6398940,2004
"STEC",2004,"CO",22,5065078,2004
"STEC",2004,"CT",55,6992188,2004
"STEC",2004,"GA",30,17538504,2004
"STEC",2004,"MD",32,11093870,2004
"STEC",2004,"MN",126,10175426,2004
"STEC",2004,"NM",18,3807616,2004
"STEC",2004,"NY",92,8656194,2004
"STEC",2004,"OR",62,7138926,2004
"STEC",2004,"TN",53,11821618,2004
"STEC",2005,"CA",33,6407148,2005
"STEC",2005,"CO",30,5121288,2005
"STEC",2005,"CT",63,7013912,2005
"STEC",2005,"GA",47,17851844,2005
"STEC",2005,"MD",51,11184758,2005
"STEC",2005,"MN",156,10239196,2005
"STEC",2005,"NM",21,3864548,2005
"STEC",2005,"NY",85,8641706,2005
"STEC",2005,"OR",74,7226404,2005
"STEC",2005,"TN",47,11982114,2005
"STEC",2006,"CA",48,6427936,2006
"STEC",2006,"CO",51,5211718,2006
"STEC",2006,"CT",75,7034920,2006
"STEC",2006,"GA",63,18311626,2006
"STEC",2006,"MD",90,11254734,2006
"STEC",2006,"MN",191,10327110,2006
"STEC",2006,"NM",43,3924274,2006
"STEC",2006,"NY",72,8637430,2006
"STEC",2006,"OR",92,7341766,2006
"STEC",2006,"TN",103,12177532,2006
"STEC",2007,"CA",49,6487080,2007
"STEC",2007,"CO",92,5306444,2007
"STEC",2007,"CT",72,7054540,2007
"STEC",2007,"GA",91,18699976,2007
"STEC",2007,"MD",59,11306816,2007
"STEC",2007,"MN",208,10414406,2007
"STEC",2007,"NM",35,3980140,2007
"STEC",2007,"NY",70,8638580,2007
"STEC",2007,"OR",78,7444834,2007
"STEC",2007,"TN",85,12351454,2007
"STEC",2008,"CA",38,6583408,2008
"STEC",2008,"CO",109,5403276,2008
"STEC",2008,"CT",46,7091158,2008
"STEC",2008,"GA",72,19009686,2008
"STEC",2008,"MD",89,11369930,2008
"STEC",2008,"MN",181,10494036,2008
"STEC",2008,"NM",45,4021324,2008
"STEC",2008,"NY",68,8646898,2008
"STEC",2008,"OR",61,7537496,2008
"STEC",2008,"TN",66,12494822,2008
"STEC",2009,"CA",43,6676702,2009
"STEC",2009,"CO",105,5498396,2009
"STEC",2009,"CT",67,7123614,2009
"STEC",2009,"GA",53,19241692,2009
"STEC",2009,"MD",58,11460776,2009
"STEC",2009,"MN",208,10562406,2009
"STEC",2009,"NM",36,4073604,2009
"STEC",2009,"NY",47,8652990,2009
"STEC",2009,"OR",77,7617200,2009
"STEC",2009,"TN",61,12612038,2009
"STEC",2010,"CA",39,6742064,2010
"STEC",2010,"CO",116,5591348,2010
"STEC",2010,"CT",57,7158346,2010
"STEC",2010,"GA",89,19424418,2010
"STEC",2010,"MD",58,11577568,2010
"STEC",2010,"MN",246,10621868,2010
"STEC",2010,"NM",45,4129228,2010
"STEC",2010,"NY",72,8658452,2010
"STEC",2010,"OR",103,7675228,2010
"STEC",2010,"TN",85,12711036,2010
"STEC",2011,"CA",65,6823896,2011
"STEC",2011,"CO",97,5699260,2011
"STEC",2011,"CT",44,7177264,2011
"STEC",2011,"GA",122,19607260,2011
"STEC",2011,"MD",70,11680482,2011
"STEC",2011,"MN",248,10693240,2011
"STEC",2011,"NM",46,4161414,2011
"STEC",2011,"NY",74,8657466,2011
"STEC",2011,"OR",128,7745344,2011
"STEC",2011,"TN",105,12800596,2011
"STEC",2012,"CA",75,6920262,2012
"STEC",2012,"CO",105,5803670,2012
"STEC",2012,"CT",62,7190422,2012
"STEC",2012,"GA",193,19807160,2012
"STEC",2012,"MD",93,11776750,2012
"STEC",2012,"MN",261,10755000,2012
"STEC",2012,"NM",65,4175430,2012
"STEC",2012,"NY",143,8651646,2012
"STEC",2012,"OR",171,7800204,2012
"STEC",2012,"TN",168,12911504,2012
"STEC",2013,"CA",108,7024912,2013
"STEC",2013,"CO",118,5913398,2013
"STEC",2013,"CT",78,7191584,2013
"STEC",2013,"GA",196,19951184,2013
"STEC",2013,"MD",94,11850394,2013
"STEC",2013,"MN",308,10829444,2013
"STEC",2013,"NM",32,4185666,2013
"STEC",2013,"NY",113,8644848,2013
"STEC",2013,"OR",172,7848220,2013
"STEC",2013,"TN",154,12993886,2013
"STEC",2014,"CA",134,7134442,2014
"STEC",2014,"CO",111,6024746,2014
"STEC",2014,"CT",74,7191394,2014
"STEC",2014,"GA",129,20142408,2014
"STEC",2014,"MD",129,11920128,2014
"STEC",2014,"MN",330,10905330,2014
"STEC",2014,"NM",64,4180472,2014
"STEC",2014,"NY",95,8629338,2014
"STEC",2014,"OR",172,7930894,2014
"STEC",2014,"TN",184,13089234,2014
"STEC",2015,"CA",236,7243422,2015
"STEC",2015,"CO",142,6152718,2015
"STEC",2015,"CT",131,7177122,2015
"STEC",2015,"GA",223,20366706,2015
"STEC",2015,"MD",155,11977056,2015
"STEC",2015,"MN",266,10968004,2015
"STEC",2015,"NM",49,4180142,2015
"STEC",2015,"NY",117,8604116,2015
"STEC",2015,"OR",244,8037084,2015
"STEC",2015,"TN",221,13190708,2015
"STEC",2016,"CA",263,7318734,2016
"STEC",2016,"CO",182,6244946,2016
"STEC",2016,"CT",202,7159660,2016
"STEC",2016,"GA",374,20616884,2016
"STEC",2016,"MD",215,12014028,2016
"STEC",2016,"MN",409,11050720,2016
"STEC",2016,"NM",89,4185110,2016
"STEC",2016,"NY",154,8580286,2016
"STEC",2016,"OR",265,8186542,2016
"STEC",2016,"TN",296,13302554,2016
"STEC",2017,"CA",291,7365836,2017
"STEC",2017,"CO",222,6314826,2017
"STEC",2017,"CT",128,7150648,2017
"STEC",2017,"GA",367,20834062,2017
"STEC",2017,"MD",200,12056372,2017
"STEC",2017,"MN",533,11138566,2017
"STEC",2017,"NM",106,4185688,2017
"STEC",2017,"NY",128,8568618,2017
"STEC",2017,"OR",291,8294588,2017
"STEC",2017,"TN",323,13429496,2017
"STEC",2018,"CA",274,7394224,2018
"STEC",2018,"CO",226,6397792,2018
"STEC",2018,"CT",139,7149122,2018
"STEC",2018,"GA",464,21038778,2018
"STEC",2018,"MD",254,12084306,2018
"STEC",2018,"MN",607,11217524,2018
"STEC",2018,"NM",122,4187508,2018
"STEC",2018,"NY",168,8559336,2018
"STEC",2018,"OR",297,8367076,2018
"STEC",2018,"TN",364,13556360,2018
"STEC",2019,"CA",352,7400242,2019
"STEC",2019,"CO",285,6458826,2019
"STEC",2019,"CT",134,7132044,2019
"STEC",2019,"GA",479,21256040,2019
"STEC",2019,"MD",234,12109908,2019
"STEC",2019,"MN",693,11280106,2019
"STEC",2019,"NM",119,4199268,2019
"STEC",2019,"NY",176,8531148,2019
"STEC",2019,"OR",303,8432232,2019
"STEC",2019,"TN",369,13660650,2019
"STEC",2020,"CA",159,7433518,2020
"STEC",2020,"CO",129,6484002,2020
"STEC",2020,"CT",82,NA,2020
"STEC",2020,"GA",285,21459656,2020
"STEC",2020,"MD",134,12346410,2020
"STEC",2020,"MN",415,11419704,2020
"STEC",2020,"NM",75,4236780,2020
"STEC",2020,"NY",123,8686056,2020
"STEC",2020,"OR",201,8489590,2020
"STEC",2020,"TN",227,13851238,2020
"STEC",2021,"CA",229,7236776,2021
"STEC",2021,"CO",213,6489346,2021
"STEC",2021,"CT",119,NA,2021
"STEC",2021,"GA",373,21576058,2021
"STEC",2021,"MD",244,12349220,2021
"STEC",2021,"MN",585,11422942,2021
"STEC",2021,"NM",109,4233354,2021
"STEC",2021,"NY",173,8697126,2021
"STEC",2021,"OR",276,8512602,2021
"STEC",2021,"TN",267,13936702,2021
"STEC",2022,"CA",333,7188800,2022
"STEC",2022,"CO",262,6504710,2022
"STEC",2022,"CT",145,NA,2022
"STEC",2022,"GA",366,21825752,2022
"STEC",2022,"MD",303,12329320,2022
"STEC",2022,"MN",705,11434368,2022
"STEC",2022,"NM",96,4226688,2022
"STEC",2022,"NY",149,8656976,2022
"STEC",2022,"OR",263,8480274,2022
"STEC",2022,"TN",270,14102678,2022
"STEC",2023,"CA",221,7188800,2023
"STEC",2023,"CO",593,6504710,2023
"STEC",2023,"CT",153,NA,2023
"STEC",2023,"GA",434,21825752,2023
"STEC",2023,"MD",435,12329320,2023
"STEC",2023,"MN",697,11434368,2023
"STEC",2023,"NM",66,4226688,2023
"STEC",2023,"NY",196,8656976,2023
"STEC",2023,"OR",313,8480274,2023
"STEC",2023,"TN",321,14102678,2023
"STEC NONO157",1996,"CA",0,2087032,1996
"STEC NONO157",1996,"CT",0,1622809,1996
"STEC NONO157",1996,"GA",0,2720443,1996
"STEC NONO157",1996,"MN",0,4647723,1996
"STEC NONO157",1996,"OR",0,3195087,1996
"STEC NONO157",1997,"CA",0,4751094.83333333,1997
"STEC NONO157",1997,"CT",0,5721997,1997
"STEC NONO157",1997,"GA",0,3632206,1997
"STEC NONO157",1997,"MN",0,9375452,1997
"STEC NONO157",1997,"OR",0,4864881,1997
"STEC NONO157",1998,"CA",0,5203582,1998
"STEC NONO157",1998,"CT",0,6545126,1998
"STEC NONO157",1998,"GA",0,7488044,1998
"STEC NONO157",1998,"MD",0,4882558,1998
"STEC NONO157",1998,"MN",0,9452822,1998
"STEC NONO157",1998,"NY",0,2210124,1998
"STEC NONO157",1998,"OR",0,6564110,1998
"STEC NONO157",1999,"CA",0,5257859,1999
"STEC NONO157",1999,"CT",0,6564062,1999
"STEC NONO157",1999,"GA",0,15576480,1999
"STEC NONO157",1999,"MD",0,4901132,1999
"STEC NONO157",1999,"MN",0,9551016,1999
"STEC NONO157",1999,"NY",0,4168906,1999
"STEC NONO157",1999,"OR",0,6632308,1999
"STEC NONO157",2000,"CA",0,6361070,2000
"STEC NONO157",2000,"CT",11,6823554,2000
"STEC NONO157",2000,"GA",1,16454606,2000
"STEC NONO157",2000,"MD",1,5034390,2000
"STEC NONO157",2000,"MN",21,9867384,2000
"STEC NONO157",2000,"NY",0,4230114,2000
"STEC NONO157",2000,"OR",1,6859416,2000
"STEC NONO157",2000,"TN",1,5652762,2000
"STEC NONO157",2001,"CA",0,6442602,2001
"STEC NONO157",2001,"CO",4,4299626,2001
"STEC NONO157",2001,"CT",22,6865670,2001
"STEC NONO157",2001,"GA",4,16754076,2001
"STEC NONO157",2001,"MD",0,8486684,2001
"STEC NONO157",2001,"MN",24,9965592,2001
"STEC NONO157",2001,"NY",0,4239942,2001
"STEC NONO157",2001,"OR",4,6935874,2001
"STEC NONO157",2001,"TN",0,5705808,2001
"STEC NONO157",2002,"CA",0,6429382,2002
"STEC NONO157",2002,"CO",0,4989018,2002
"STEC NONO157",2002,"CT",15,6917498,2002
"STEC NONO157",2002,"GA",4,17016512,2002
"STEC NONO157",2002,"MD",0,10880778,2002
"STEC NONO157",2002,"MN",12,10037870,2002
"STEC NONO157",2002,"NY",0,6665478,2002
"STEC NONO157",2002,"OR",4,7026848,2002
"STEC NONO157",2002,"TN",0,5757746,2002
"STEC NONO157",2003,"CA",0,6415708,2003
"STEC NONO157",2003,"CO",2,5023214,2003
"STEC NONO157",2003,"CT",25,6968672,2003
"STEC NONO157",2003,"GA",2,17245586,2003
"STEC NONO157",2003,"MD",0,10992538,2003
"STEC NONO157",2003,"MN",12,10107144,2003
"STEC NONO157",2003,"NY",1,7963460,2003
"STEC NONO157",2003,"OR",3,7094752,2003
"STEC NONO157",2003,"TN",2,11695624,2003
"STEC NONO157",2004,"CA",0,6398940,2004
"STEC NONO157",2004,"CO",1,5065078,2004
"STEC NONO157",2004,"CT",23,6992188,2004
"STEC NONO157",2004,"GA",5,17538504,2004
"STEC NONO157",2004,"MD",5,11093870,2004
"STEC NONO157",2004,"MN",14,10175426,2004
"STEC NONO157",2004,"NM",8,3807616,2004
"STEC NONO157",2004,"NY",34,8656194,2004
"STEC NONO157",2004,"OR",1,7138926,2004
"STEC NONO157",2004,"TN",1,11821618,2004
"STEC NONO157",2005,"CA",5,6407148,2005
"STEC NONO157",2005,"CO",4,5121288,2005
"STEC NONO157",2005,"CT",20,7013912,2005
"STEC NONO157",2005,"GA",7,17851844,2005
"STEC NONO157",2005,"MD",21,11184758,2005
"STEC NONO157",2005,"MN",28,10239196,2005
"STEC NONO157",2005,"NM",10,3864548,2005
"STEC NONO157",2005,"NY",9,8641706,2005
"STEC NONO157",2005,"OR",7,7226404,2005
"STEC NONO157",2005,"TN",2,11982114,2005
"STEC NONO157",2006,"CA",6,6427936,2006
"STEC NONO157",2006,"CO",14,5211718,2006
"STEC NONO157",2006,"CT",30,7034920,2006
"STEC NONO157",2006,"GA",14,18311626,2006
"STEC NONO157",2006,"MD",44,11254734,2006
"STEC NONO157",2006,"MN",44,10327110,2006
"STEC NONO157",2006,"NM",20,3924274,2006
"STEC NONO157",2006,"NY",16,8637430,2006
